Data;Período;Produto;Qtd
09/09/2026;Noite;Enroladinho de presunto e queijo;7
09/09/2026;Noite;Espetinho de carne;4
09/09/2026;Noite;Frango assado;3
09/09/2026;Noite;Frango temperado;2
09/09/2026;Noite;Hambúrguer artesanal;6
09/09/2026;Noite;Kafta;2
09/09/2026;Noite;Lasanha;3
09/09/2026;Noite;Linguiça artesanal;3
09/09/2026;Noite;Macarrão à bolonhesa;2
09/09/2026;Noite;Maki;9
09/09/2026;Noite;Marmita de arroz e feijão;5
09/09/2026;Noite;Pudim;7
09/09/2026;Noite;Purê de batata;3
09/09/2026;Noite;Pão de queijo;4
09/09/2026;Noite;Pão francês;2
09/09/2026;Noite;Sashimi;7
09/09/2026;Noite;Sushi;6
09/09/2026;Noite;Temaki;10
09/09/2026;Noite;Torta de limão;3
10/09/2026;Manhã;Beijinho;4
10/09/2026;Manhã;Bolo de chocolate;4
10/09/2026;Manhã;Brigadeiro;7
10/09/2026;Manhã;Ceviche;4
10/09/2026;Manhã;Coxinha;5
10/09/2026;Manhã;Croissant;5
10/09/2026;Manhã;Enroladinho de presunto e queijo;4
10/09/2026;Manhã;Espetinho de carne;1
10/09/2026;Manhã;Frango assado;2
10/09/2026;Manhã;Frango temperado;2
10/09/2026;Manhã;Hambúrguer artesanal;4
10/09/2026;Manhã;Kafta;1
10/09/2026;Manhã;Lasanha;2
10/09/2026;Manhã;Linguiça artesanal;3
10/09/2026;Manhã;Macarrão à bolonhesa;3
10/09/2026;Manhã;Maki;2
10/09/2026;Manhã;Marmita de arroz e feijão;2
10/09/2026;Manhã;Pudim;7
10/09/2026;Manhã;Purê de batata;1
10/09/2026;Manhã;Pão de queijo;7
10/09/2026;Manhã;Pão francês;3
10/09/2026;Manhã;Sashimi;3
10/09/2026;Manhã;Sushi;6
10/09/2026;Manhã;Temaki;4
10/09/2026;Manhã;Torta de limão;10
10/09/2026;Tarde;Beijinho;4
10/09/2026;Tarde;Bolo de chocolate;5
10/09/2026;Tarde;Brigadeiro;9
10/09/2026;Tarde;Ceviche;8
10/09/2026;Tarde;Coxinha;3
10/09/2026;Tarde;Croissant;1
10/09/2026;Tarde;Enroladinho de presunto e queijo;1
10/09/2026;Tarde;Espetinho de carne;3
10/09/2026;Tarde;Frango assado;9
10/09/2026;Tarde;Frango temperado;2
10/09/2026;Tarde;Hambúrguer artesanal;6
10/09/2026;Tarde;Kafta;0
10/09/2026;Tarde;Lasanha;2
10/09/2026;Tarde;Linguiça artesanal;3
10/09/2026;Tarde;Macarrão à bolonhesa;2
10/09/2026;Tarde;Maki;9
10/09/2026;Tarde;Marmita de arroz e feijão;7
10/09/2026;Tarde;Pudim;10
10/09/2026;Tarde;Purê de batata;6
10/09/2026;Tarde;Pão de queijo;4
10/09/2026;Tarde;Pão francês;4
10/09/2026;Tarde;Sashimi;3
10/09/2026;Tarde;Sushi;10
10/09/2026;Tarde;Temaki;5
10/09/2026;Tarde;Torta de limão;8
10/09/2026;Noite;Beijinho;5
10/09/2026;Noite;Bolo de chocolate;7
10/09/2026;Noite;Brigadeiro;6
10/09/2026;Noite;Ceviche;7
10/09/2026;Noite;Coxinha;3
10/09/2026;Noite;Croissant;3
10/09/2026;Noite;Enroladinho de presunto e queijo;4
10/09/2026;Noite;Espetinho de carne;2
10/09/2026;Noite;Frango assado;2
10/09/2026;Noite;Frango temperado;2
10/09/2026;Noite;Hambúrguer artesanal;3
10/09/2026;Noite;Kafta;4
10/09/2026;Noite;Lasanha;2
10/09/2026;Noite;Linguiça artesanal;3
10/09/2026;Noite;Macarrão à bolonhesa;3
10/09/2026;Noite;Maki;9
10/09/2026;Noite;Marmita de arroz e feijão;5
10/09/2026;Noite;Pudim;10
10/09/2026;Noite;Purê de batata;3
10/09/2026;Noite;Pão de queijo;1
10/09/2026;Noite;Pão francês;2
10/09/2026;Noite;Sashimi;10
10/09/2026;Noite;Sushi;10
10/09/2026;Noite;Temaki;7
10/09/2026;Noite;Torta de limão;5
11/09/2026;Manhã;Beijinho;7
11/09/2026;Manhã;Bolo de chocolate;7
11/09/2026;Manhã;Brigadeiro;5
11/09/2026;Manhã;Ceviche;0
11/09/2026;Manhã;Coxinha;7
11/09/2026;Manhã;Croissant;8
11/09/2026;Manhã;Enroladinho de presunto e queijo;9
11/09/2026;Manhã;Espetinho de carne;0
11/09/2026;Manhã;Frango assado;3
11/09/2026;Manhã;Frango temperado;3
11/09/2026;Manhã;Hambúrguer artesanal;0
11/09/2026;Manhã;Kafta;3
11/09/2026;Manhã;Lasanha;0
11/09/2026;Manhã;Linguiça artesanal;2
11/09/2026;Manhã;Macarrão à bolonhesa;3
11/09/2026;Manhã;Maki;3
11/09/2026;Manhã;Marmita de arroz e feijão;3
11/09/2026;Manhã;Pudim;5
11/09/2026;Manhã;Purê de batata;4
11/09/2026;Manhã;Pão de queijo;10
11/09/2026;Manhã;Pão francês;8
11/09/2026;Manhã;Sashimi;2
11/09/2026;Manhã;Sushi;4
11/09/2026;Manhã;Temaki;1
11/09/2026;Manhã;Torta de limão;6
11/09/2026;Tarde;Beijinho;9
11/09/2026;Tarde;Bolo de chocolate;9
11/09/2026;Tarde;Brigadeiro;5
11/09/2026;Tarde;Ceviche;7
11/09/2026;Tarde;Coxinha;9
11/09/2026;Tarde;Croissant;3
11/09/2026;Tarde;Enroladinho de presunto e queijo;5
11/09/2026;Tarde;Espetinho de carne;5
11/09/2026;Tarde;Frango assado;10
11/09/2026;Tarde;Frango temperado;6
11/09/2026;Tarde;Hambúrguer artesanal;8
11/09/2026;Tarde;Kafta;5
11/09/2026;Tarde;Lasanha;10
11/09/2026;Tarde;Linguiça artesanal;7
11/09/2026;Tarde;Macarrão à bolonhesa;10
11/09/2026;Tarde;Maki;4
11/09/2026;Tarde;Marmita de arroz e feijão;8
11/09/2026;Tarde;Pudim;8
11/09/2026;Tarde;Purê de batata;10
11/09/2026;Tarde;Pão de queijo;6
11/09/2026;Tarde;Pão francês;2
11/09/2026;Tarde;Sashimi;3
11/09/2026;Tarde;Sushi;9
11/09/2026;Tarde;Temaki;7
11/09/2026;Tarde;Torta de limão;4
11/09/2026;Noite;Beijinho;5
11/09/2026;Noite;Bolo de chocolate;3
11/09/2026;Noite;Brigadeiro;4
11/09/2026;Noite;Ceviche;7
11/09/2026;Noite;Coxinha;2
11/09/2026;Noite;Croissant;2
11/09/2026;Noite;Enroladinho de presunto e queijo;8
11/09/2026;Noite;Espetinho de carne;9
11/09/2026;Noite;Frango assado;4
11/09/2026;Noite;Frango temperado;3
11/09/2026;Noite;Hambúrguer artesanal;9
11/09/2026;Noite;Kafta;5
11/09/2026;Noite;Lasanha;6
11/09/2026;Noite;Linguiça artesanal;10
11/09/2026;Noite;Macarrão à bolonhesa;3
11/09/2026;Noite;Maki;10
11/09/2026;Noite;Marmita de arroz e feijão;3
11/09/2026;Noite;Pudim;5
11/09/2026;Noite;Purê de batata;4
11/09/2026;Noite;Pão de queijo;6
11/09/2026;Noite;Pão francês;3
11/09/2026;Noite;Sashimi;8
11/09/2026;Noite;Sushi;9
11/09/2026;Noite;Temaki;6
11/09/2026;Noite;Torta de limão;7
12/09/2026;Manhã;Beijinho;3
12/09/2026;Manhã;Bolo de chocolate;10
12/09/2026;Manhã;Brigadeiro;1
12/09/2026;Manhã;Ceviche;3
12/09/2026;Manhã;Coxinha;2
12/09/2026;Manhã;Croissant;6
12/09/2026;Manhã;Enroladinho de presunto e queijo;6
12/09/2026;Manhã;Espetinho de carne;0
12/09/2026;Manhã;Frango assado;2
12/09/2026;Manhã;Frango temperado;0
12/09/2026;Manhã;Hambúrguer artesanal;4
12/09/2026;Manhã;Kafta;0
12/09/2026;Manhã;Lasanha;2
12/09/2026;Manhã;Linguiça artesanal;1
12/09/2026;Manhã;Macarrão à bolonhesa;0
12/09/2026;Manhã;Maki;1
12/09/2026;Manhã;Marmita de arroz e feijão;2
12/09/2026;Manhã;Pudim;10
12/09/2026;Manhã;Purê de batata;0
12/09/2026;Manhã;Pão de queijo;10
12/09/2026;Manhã;Pão francês;7
12/09/2026;Manhã;Sashimi;3
12/09/2026;Manhã;Sushi;1
12/09/2026;Manhã;Temaki;5
12/09/2026;Manhã;Torta de limão;10
12/09/2026;Tarde;Beijinho;6
12/09/2026;Tarde;Bolo de chocolate;6
12/09/2026;Tarde;Brigadeiro;8
12/09/2026;Tarde;Ceviche;4
12/09/2026;Tarde;Coxinha;4
12/09/2026;Tarde;Croissant;6
12/09/2026;Tarde;Enroladinho de presunto e queijo;8
12/09/2026;Tarde;Espetinho de carne;1
12/09/2026;Tarde;Frango assado;4
12/09/2026;Tarde;Frango temperado;7
12/09/2026;Tarde;Hambúrguer artesanal;4
12/09/2026;Tarde;Kafta;2
12/09/2026;Tarde;Lasanha;5
12/09/2026;Tarde;Linguiça artesanal;6
12/09/2026;Tarde;Macarrão à bolonhesa;4
12/09/2026;Tarde;Maki;8
12/09/2026;Tarde;Marmita de arroz e feijão;4
12/09/2026;Tarde;Pudim;6
12/09/2026;Tarde;Purê de batata;2
12/09/2026;Tarde;Pão de queijo;9
12/09/2026;Tarde;Pão francês;5
12/09/2026;Tarde;Sashimi;6
12/09/2026;Tarde;Sushi;4
12/09/2026;Tarde;Temaki;4
12/09/2026;Tarde;Torta de limão;5
12/09/2026;Noite;Beijinho;6
12/09/2026;Noite;Bolo de chocolate;2
12/09/2026;Noite;Brigadeiro;6
12/09/2026;Noite;Ceviche;7
12/09/2026;Noite;Coxinha;3
12/09/2026;Noite;Croissant;3
12/09/2026;Noite;Enroladinho de presunto e queijo;3
12/09/2026;Noite;Espetinho de carne;5
12/09/2026;Noite;Frango assado;1
12/09/2026;Noite;Frango temperado;2
12/09/2026;Noite;Hambúrguer artesanal;4
12/09/2026;Noite;Kafta;6
12/09/2026;Noite;Lasanha;2
12/09/2026;Noite;Linguiça artesanal;6
12/09/2026;Noite;Macarrão à bolonhesa;3
12/09/2026;Noite;Maki;10
12/09/2026;Noite;Marmita de arroz e feijão;4
12/09/2026;Noite;Pudim;7
12/09/2026;Noite;Purê de batata;2
12/09/2026;Noite;Pão de queijo;5
12/09/2026;Noite;Pão francês;3
12/09/2026;Noite;Sashimi;9
12/09/2026;Noite;Sushi;10
12/09/2026;Noite;Temaki;10
12/09/2026;Noite;Torta de limão;4
13/09/2026;Manhã;Beijinho;9
13/09/2026;Manhã;Bolo de chocolate;5
13/09/2026;Manhã;Brigadeiro;4
13/09/2026;Manhã;Ceviche;3
13/09/2026;Manhã;Coxinha;6
13/09/2026;Manhã;Croissant;10
13/09/2026;Manhã;Enroladinho de presunto e queijo;4
13/09/2026;Manhã;Espetinho de carne;1
13/09/2026;Manhã;Frango assado;0
13/09/2026;Manhã;Frango temperado;1
13/09/2026;Manhã;Hambúrguer artesanal;0
13/09/2026;Manhã;Kafta;1
13/09/2026;Manhã;Lasanha;1
13/09/2026;Manhã;Linguiça artesanal;4
13/09/2026;Manhã;Macarrão à bolonhesa;0
13/09/2026;Manhã;Maki;8
13/09/2026;Manhã;Marmita de arroz e feijão;1
13/09/2026;Manhã;Pudim;4
13/09/2026;Manhã;Purê de batata;3
13/09/2026;Manhã;Pão de queijo;10
13/09/2026;Manhã;Pão francês;7
13/09/2026;Manhã;Sashimi;4
13/09/2026;Manhã;Sushi;4
13/09/2026;Manhã;Temaki;5
13/09/2026;Manhã;Torta de limão;3
13/09/2026;Tarde;Beijinho;10
13/09/2026;Tarde;Bolo de chocolate;7
13/09/2026;Tarde;Brigadeiro;10
13/09/2026;Tarde;Ceviche;4
13/09/2026;Tarde;Coxinha;6
13/09/2026;Tarde;Croissant;7
13/09/2026;Tarde;Enroladinho de presunto e queijo;6
13/09/2026;Tarde;Espetinho de carne;2
13/09/2026;Tarde;Frango assado;6
13/09/2026;Tarde;Frango temperado;3
13/09/2026;Tarde;Hambúrguer artesanal;4
13/09/2026;Tarde;Kafta;4
13/09/2026;Tarde;Lasanha;3
13/09/2026;Tarde;Linguiça artesanal;5
13/09/2026;Tarde;Macarrão à bolonhesa;7
13/09/2026;Tarde;Maki;6
13/09/2026;Tarde;Marmita de arroz e feijão;2
13/09/2026;Tarde;Pudim;5
13/09/2026;Tarde;Purê de batata;5
13/09/2026;Tarde;Pão de queijo;3
13/09/2026;Tarde;Pão francês;2
13/09/2026;Tarde;Sashimi;2
13/09/2026;Tarde;Sushi;8
13/09/2026;Tarde;Temaki;10
13/09/2026;Tarde;Torta de limão;2
13/09/2026;Noite;Beijinho;5
13/09/2026;Noite;Bolo de chocolate;3
13/09/2026;Noite;Brigadeiro;8
13/09/2026;Noite;Ceviche;4
13/09/2026;Noite;Coxinha;4
13/09/2026;Noite;Croissant;1
13/09/2026;Noite;Enroladinho de presunto e queijo;3
13/09/2026;Noite;Espetinho de carne;4
13/09/2026;Noite;Frango assado;2
13/09/2026;Noite;Frango temperado;6
13/09/2026;Noite;Hambúrguer artesanal;4
13/09/2026;Noite;Kafta;3
13/09/2026;Noite;Lasanha;4
13/09/2026;Noite;Linguiça artesanal;3
13/09/2026;Noite;Macarrão à bolonhesa;0
13/09/2026;Noite;Maki;10
13/09/2026;Noite;Marmita de arroz e feijão;0
13/09/2026;Noite;Pudim;5
13/09/2026;Noite;Purê de batata;4
13/09/2026;Noite;Pão de queijo;1
13/09/2026;Noite;Pão francês;5
13/09/2026;Noite;Sashimi;8
13/09/2026;Noite;Sushi;10
13/09/2026;Noite;Temaki;6
13/09/2026;Noite;Torta de limão;5
14/09/2026;Manhã;Beijinho;5
14/09/2026;Manhã;Bolo de chocolate;3
14/09/2026;Manhã;Brigadeiro;3
14/09/2026;Manhã;Ceviche;2
14/09/2026;Manhã;Coxinha;3
14/09/2026;Manhã;Croissant;2
14/09/2026;Manhã;Enroladinho de presunto e queijo;1
14/09/2026;Manhã;Espetinho de carne;1
14/09/2026;Manhã;Frango assado;2
14/09/2026;Manhã;Frango temperado;3
14/09/2026;Manhã;Hambúrguer artesanal;3
14/09/2026;Manhã;Kafta;0
14/09/2026;Manhã;Lasanha;2
14/09/2026;Manhã;Linguiça artesanal;3
14/09/2026;Manhã;Macarrão à bolonhesa;2
14/09/2026;Manhã;Maki;1
14/09/2026;Manhã;Marmita de arroz e feijão;3
14/09/2026;Manhã;Pudim;4
14/09/2026;Manhã;Purê de batata;4
14/09/2026;Manhã;Pão de queijo;10
14/09/2026;Manhã;Pão francês;6
14/09/2026;Manhã;Sashimi;2
14/09/2026;Manhã;Sushi;2
14/09/2026;Manhã;Temaki;2
14/09/2026;Manhã;Torta de limão;6
14/09/2026;Tarde;Beijinho;2
14/09/2026;Tarde;Bolo de chocolate;0
14/09/2026;Tarde;Brigadeiro;2
14/09/2026;Tarde;Ceviche;4
14/09/2026;Tarde;Coxinha;7
14/09/2026;Tarde;Croissant;2
14/09/2026;Tarde;Enroladinho de presunto e queijo;5
14/09/2026;Tarde;Espetinho de carne;4
14/09/2026;Tarde;Frango assado;5
14/09/2026;Tarde;Frango temperado;2
14/09/2026;Tarde;Hambúrguer artesanal;8
14/09/2026;Tarde;Kafta;2
14/09/2026;Tarde;Lasanha;5
14/09/2026;Tarde;Linguiça artesanal;6
14/09/2026;Tarde;Macarrão à bolonhesa;7
14/09/2026;Tarde;Maki;2
14/09/2026;Tarde;Marmita de arroz e feijão;8
14/09/2026;Tarde;Pudim;2
14/09/2026;Tarde;Purê de batata;3
14/09/2026;Tarde;Pão de queijo;3
14/09/2026;Tarde;Pão francês;4
14/09/2026;Tarde;Sashimi;1
14/09/2026;Tarde;Sushi;2
14/09/2026;Tarde;Temaki;3
14/09/2026;Tarde;Torta de limão;2
14/09/2026;Noite;Beijinho;2
14/09/2026;Noite;Bolo de chocolate;1
14/09/2026;Noite;Brigadeiro;3
14/09/2026;Noite;Ceviche;5
14/09/2026;Noite;Coxinha;2
14/09/2026;Noite;Croissant;5
14/09/2026;Noite;Enroladinho de presunto e queijo;4
14/09/2026;Noite;Espetinho de carne;5
14/09/2026;Noite;Frango assado;2
14/09/2026;Noite;Frango temperado;3
14/09/2026;Noite;Hambúrguer artesanal;3
14/09/2026;Noite;Kafta;4
14/09/2026;Noite;Lasanha;6
14/09/2026;Noite;Linguiça artesanal;5
14/09/2026;Noite;Macarrão à bolonhesa;1
14/09/2026;Noite;Maki;4
14/09/2026;Noite;Marmita de arroz e feijão;2
14/09/2026;Noite;Pudim;2
14/09/2026;Noite;Purê de batata;2
14/09/2026;Noite;Pão de queijo;1
14/09/2026;Noite;Pão francês;0
14/09/2026;Noite;Sashimi;7
14/09/2026;Noite;Sushi;8
14/09/2026;Noite;Temaki;6
14/09/2026;Noite;Torta de limão;2
15/09/2026;Manhã;Beijinho;8
15/09/2026;Manhã;Bolo de chocolate;4
15/09/2026;Manhã;Brigadeiro;4
15/09/2026;Manhã;Ceviche;1
15/09/2026;Manhã;Coxinha;2
15/09/2026;Manhã;Croissant;3
15/09/2026;Manhã;Enroladinho de presunto e queijo;5
15/09/2026;Manhã;Espetinho de carne;0
15/09/2026;Manhã;Frango assado;2
15/09/2026;Manhã;Frango temperado;3
15/09/2026;Manhã;Hambúrguer artesanal;5
15/09/2026;Manhã;Kafta;1
15/09/2026;Manhã;Lasanha;2
15/09/2026;Manhã;Linguiça artesanal;2
15/09/2026;Manhã;Macarrão à bolonhesa;3
15/09/2026;Manhã;Maki;2
15/09/2026;Manhã;Marmita de arroz e feijão;3
15/09/2026;Manhã;Pudim;3
15/09/2026;Manhã;Purê de batata;2
15/09/2026;Manhã;Pão de queijo;4
15/09/2026;Manhã;Pão francês;7
15/09/2026;Manhã;Sashimi;0
15/09/2026;Manhã;Sushi;2
15/09/2026;Manhã;Temaki;0
15/09/2026;Manhã;Torta de limão;0
15/09/2026;Tarde;Beijinho;3
15/09/2026;Tarde;Bolo de chocolate;1
15/09/2026;Tarde;Brigadeiro;1
15/09/2026;Tarde;Ceviche;5
15/09/2026;Tarde;Coxinha;7
15/09/2026;Tarde;Croissant;2
15/09/2026;Tarde;Enroladinho de presunto e queijo;3
15/09/2026;Tarde;Espetinho de carne;2
15/09/2026;Tarde;Frango assado;3
15/09/2026;Tarde;Frango temperado;3
15/09/2026;Tarde;Hambúrguer artesanal;5
15/09/2026;Tarde;Kafta;3
15/09/2026;Tarde;Lasanha;3
15/09/2026;Tarde;Linguiça artesanal;5
15/09/2026;Tarde;Macarrão à bolonhesa;7
15/09/2026;Tarde;Maki;6
15/09/2026;Tarde;Marmita de arroz e feijão;5
15/09/2026;Tarde;Pudim;4
15/09/2026;Tarde;Purê de batata;3
15/09/2026;Tarde;Pão de queijo;6
15/09/2026;Tarde;Pão francês;5
15/09/2026;Tarde;Sashimi;5
15/09/2026;Tarde;Sushi;4
15/09/2026;Tarde;Temaki;3
15/09/2026;Tarde;Torta de limão;2
15/09/2026;Noite;Beijinho;3
15/09/2026;Noite;Bolo de chocolate;2
15/09/2026;Noite;Brigadeiro;5
15/09/2026;Noite;Ceviche;5
15/09/2026;Noite;Coxinha;4
15/09/2026;Noite;Croissant;2
15/09/2026;Noite;Enroladinho de presunto e queijo;2
15/09/2026;Noite;Espetinho de carne;4
15/09/2026;Noite;Frango assado;1
15/09/2026;Noite;Frango temperado;2
15/09/2026;Noite;Hambúrguer artesanal;7
15/09/2026;Noite;Kafta;8
15/09/2026;Noite;Lasanha;0
15/09/2026;Noite;Linguiça artesanal;2
15/09/2026;Noite;Macarrão à bolonhesa;3
15/09/2026;Noite;Maki;8
15/09/2026;Noite;Marmita de arroz e feijão;3
15/09/2026;Noite;Pudim;3
15/09/2026;Noite;Purê de batata;4
15/09/2026;Noite;Pão de queijo;1
15/09/2026;Noite;Pão francês;1
15/09/2026;Noite;Sashimi;4
15/09/2026;Noite;Sushi;7
15/09/2026;Noite;Temaki;6
15/09/2026;Noite;Torta de limão;2
16/09/2026;Manhã;Beijinho;2
16/09/2026;Manhã;Bolo de chocolate;2
16/09/2026;Manhã;Brigadeiro;0
16/09/2026;Manhã;Ceviche;0
16/09/2026;Manhã;Coxinha;3
16/09/2026;Manhã;Croissant;5
16/09/2026;Manhã;Enroladinho de presunto e queijo;1
16/09/2026;Manhã;Espetinho de carne;1
16/09/2026;Manhã;Frango assado;5
16/09/2026;Manhã;Frango temperado;3
16/09/2026;Manhã;Hambúrguer artesanal;2
16/09/2026;Manhã;Kafta;1
16/09/2026;Manhã;Lasanha;5
16/09/2026;Manhã;Linguiça artesanal;3
16/09/2026;Manhã;Macarrão à bolonhesa;4
16/09/2026;Manhã;Maki;1
16/09/2026;Manhã;Marmita de arroz e feijão;2
16/09/2026;Manhã;Pudim;4
16/09/2026;Manhã;Purê de batata;1
16/09/2026;Manhã;Pão de queijo;8
16/09/2026;Manhã;Pão francês;2
16/09/2026;Manhã;Sashimi;3
16/09/2026;Manhã;Sushi;1
16/09/2026;Manhã;Temaki;2
16/09/2026;Manhã;Torta de limão;3
16/09/2026;Tarde;Beijinho;1
16/09/2026;Tarde;Bolo de chocolate;0
16/09/2026;Tarde;Brigadeiro;3
16/09/2026;Tarde;Ceviche;3
16/09/2026;Tarde;Coxinha;3
16/09/2026;Tarde;Croissant;1
16/09/2026;Tarde;Enroladinho de presunto e queijo;1
16/09/2026;Tarde;Espetinho de carne;2
16/09/2026;Tarde;Frango assado;6
16/09/2026;Tarde;Frango temperado;8
16/09/2026;Tarde;Hambúrguer artesanal;5
16/09/2026;Tarde;Kafta;6
16/09/2026;Tarde;Lasanha;8
16/09/2026;Tarde;Linguiça artesanal;5
16/09/2026;Tarde;Macarrão à bolonhesa;7
16/09/2026;Tarde;Maki;3
16/09/2026;Tarde;Marmita de arroz e feijão;9
16/09/2026;Tarde;Pudim;1
16/09/2026;Tarde;Purê de batata;9
16/09/2026;Tarde;Pão de queijo;1
16/09/2026;Tarde;Pão francês;1
16/09/2026;Tarde;Sashimi;1
16/09/2026;Tarde;Sushi;1
16/09/2026;Tarde;Temaki;1
16/09/2026;Tarde;Torta de limão;3
16/09/2026;Noite;Beijinho;4
16/09/2026;Noite;Bolo de chocolate;1
16/09/2026;Noite;Brigadeiro;5
16/09/2026;Noite;Ceviche;7
16/09/2026;Noite;Coxinha;5
16/09/2026;Noite;Croissant;4
16/09/2026;Noite;Enroladinho de presunto e queijo;3
16/09/2026;Noite;Espetinho de carne;6
16/09/2026;Noite;Frango assado;4
16/09/2026;Noite;Frango temperado;3
16/09/2026;Noite;Hambúrguer artesanal;6
16/09/2026;Noite;Kafta;10
16/09/2026;Noite;Lasanha;3
16/09/2026;Noite;Linguiça artesanal;8
16/09/2026;Noite;Macarrão à bolonhesa;1
16/09/2026;Noite;Maki;7
16/09/2026;Noite;Marmita de arroz e feijão;2
16/09/2026;Noite;Pudim;3
16/09/2026;Noite;Purê de batata;7
16/09/2026;Noite;Pão de queijo;1
16/09/2026;Noite;Pão francês;0
16/09/2026;Noite;Sashimi;0
16/09/2026;Noite;Sushi;4
16/09/2026;Noite;Temaki;5
16/09/2026;Noite;Torta de limão;1
17/09/2026;Manhã;Beijinho;0
17/09/2026;Manhã;Bolo de chocolate;0
17/09/2026;Manhã;Brigadeiro;2
17/09/2026;Manhã;Ceviche;0
17/09/2026;Manhã;Coxinha;3
17/09/2026;Manhã;Croissant;3
17/09/2026;Manhã;Enroladinho de presunto e queijo;3
17/09/2026;Manhã;Espetinho de carne;2
17/09/2026;Manhã;Frango assado;2
17/09/2026;Manhã;Frango temperado;3
17/09/2026;Manhã;Hambúrguer artesanal;3
17/09/2026;Manhã;Kafta;2
17/09/2026;Manhã;Lasanha;1
17/09/2026;Manhã;Linguiça artesanal;1
17/09/2026;Manhã;Macarrão à bolonhesa;3
17/09/2026;Manhã;Maki;1
17/09/2026;Manhã;Marmita de arroz e feijão;0
17/09/2026;Manhã;Pudim;1
17/09/2026;Manhã;Purê de batata;3
17/09/2026;Manhã;Pão de queijo;4
17/09/2026;Manhã;Pão francês;3
17/09/2026;Manhã;Sashimi;0
17/09/2026;Manhã;Sushi;1
17/09/2026;Manhã;Temaki;1
17/09/2026;Manhã;Torta de limão;1
17/09/2026;Tarde;Beijinho;3
17/09/2026;Tarde;Bolo de chocolate;1
17/09/2026;Tarde;Brigadeiro;1
17/09/2026;Tarde;Ceviche;3
17/09/2026;Tarde;Coxinha;1
17/09/2026;Tarde;Croissant;1
17/09/2026;Tarde;Enroladinho de presunto e queijo;1
17/09/2026;Tarde;Espetinho de carne;4
17/09/2026;Tarde;Frango assado;5
17/09/2026;Tarde;Frango temperado;3
17/09/2026;Tarde;Hambúrguer artesanal;6
17/09/2026;Tarde;Kafta;5
17/09/2026;Tarde;Lasanha;5
17/09/2026;Tarde;Linguiça artesanal;2
17/09/2026;Tarde;Macarrão à bolonhesa;3
17/09/2026;Tarde;Maki;0
17/09/2026;Tarde;Marmita de arroz e feijão;2
17/09/2026;Tarde;Pudim;2
17/09/2026;Tarde;Purê de batata;4
17/09/2026;Tarde;Pão de queijo;3
17/09/2026;Tarde;Pão francês;1
17/09/2026;Tarde;Sashimi;2
17/09/2026;Tarde;Sushi;2
17/09/2026;Tarde;Temaki;1
17/09/2026;Tarde;Torta de limão;4
17/09/2026;Noite;Beijinho;1
17/09/2026;Noite;Bolo de chocolate;2
17/09/2026;Noite;Brigadeiro;3
17/09/2026;Noite;Ceviche;0
17/09/2026;Noite;Coxinha;2
17/09/2026;Noite;Croissant;1
17/09/2026;Noite;Enroladinho de presunto e queijo;3
17/09/2026;Noite;Espetinho de carne;6
17/09/2026;Noite;Frango assado;1
17/09/2026;Noite;Frango temperado;2
17/09/2026;Noite;Hambúrguer artesanal;7
17/09/2026;Noite;Kafta;8
17/09/2026;Noite;Lasanha;3
17/09/2026;Noite;Linguiça artesanal;4
17/09/2026;Noite;Macarrão à bolonhesa;1
17/09/2026;Noite;Maki;1
17/09/2026;Noite;Marmita de arroz e feijão;3
17/09/2026;Noite;Pudim;2
17/09/2026;Noite;Purê de batata;1
17/09/2026;Noite;Pão de queijo;2
17/09/2026;Noite;Pão francês;1
17/09/2026;Noite;Sashimi;3
17/09/2026;Noite;Sushi;2
17/09/2026;Noite;Temaki;3
17/09/2026;Noite;Torta de limão;1
18/09/2026;Manhã;Beijinho;1
18/09/2026;Manhã;Bolo de chocolate;1
18/09/2026;Manhã;Brigadeiro;0
18/09/2026;Manhã;Ceviche;0
18/09/2026;Manhã;Coxinha;5
18/09/2026;Manhã;Croissant;5
18/09/2026;Manhã;Enroladinho de presunto e queijo;1
18/09/2026;Manhã;Espetinho de carne;4
18/09/2026;Manhã;Frango assado;1
18/09/2026;Manhã;Frango temperado;3
18/09/2026;Manhã;Hambúrguer artesanal;0
18/09/2026;Manhã;Kafta;0
18/09/2026;Manhã;Lasanha;4
18/09/2026;Manhã;Linguiça artesanal;1
18/09/2026;Manhã;Macarrão à bolonhesa;3
18/09/2026;Manhã;Maki;1
18/09/2026;Manhã;Marmita de arroz e feijão;3
18/09/2026;Manhã;Pudim;0
18/09/2026;Manhã;Purê de batata;1
18/09/2026;Manhã;Pão de queijo;4
18/09/2026;Manhã;Pão francês;3
18/09/2026;Manhã;Sashimi;1
18/09/2026;Manhã;Sushi;1
18/09/2026;Manhã;Temaki;0
18/09/2026;Manhã;Torta de limão;0
18/09/2026;Tarde;Beijinho;1
18/09/2026;Tarde;Bolo de chocolate;3
18/09/2026;Tarde;Brigadeiro;1
18/09/2026;Tarde;Ceviche;2
18/09/2026;Tarde;Coxinha;2
18/09/2026;Tarde;Croissant;3
18/09/2026;Tarde;Enroladinho de presunto e queijo;3
18/09/2026;Tarde;Espetinho de carne;5
18/09/2026;Tarde;Frango assado;5
18/09/2026;Tarde;Frango temperado;4
18/09/2026;Tarde;Hambúrguer artesanal;3
18/09/2026;Tarde;Kafta;4
18/09/2026;Tarde;Lasanha;5
