Data;Período;Produto;Qtd
09/08/2026;Noite;Enroladinho de presunto e queijo;10
09/08/2026;Noite;Espetinho de carne;10
09/08/2026;Noite;Frango assado;6
09/08/2026;Noite;Frango temperado;10
09/08/2026;Noite;Hambúrguer artesanal;10
09/08/2026;Noite;Kafta;5
09/08/2026;Noite;Lasanha;6
09/08/2026;Noite;Linguiça artesanal;10
09/08/2026;Noite;Macarrão à bolonhesa;9
09/08/2026;Noite;Maki;10
09/08/2026;Noite;Marmita de arroz e feijão;8
09/08/2026;Noite;Pudim;10
09/08/2026;Noite;Purê de batata;6
09/08/2026;Noite;Pão de queijo;1
09/08/2026;Noite;Pão francês;0
09/08/2026;Noite;Sashimi;10
09/08/2026;Noite;Sushi;10
09/08/2026;Noite;Temaki;10
09/08/2026;Noite;Torta de limão;7
10/08/2026;Manhã;Beijinho;5
10/08/2026;Manhã;Bolo de chocolate;4
10/08/2026;Manhã;Brigadeiro;1
10/08/2026;Manhã;Ceviche;2
10/08/2026;Manhã;Coxinha;1
10/08/2026;Manhã;Croissant;3
10/08/2026;Manhã;Enroladinho de presunto e queijo;4
10/08/2026;Manhã;Espetinho de carne;1
10/08/2026;Manhã;Frango assado;1
10/08/2026;Manhã;Frango temperado;7
10/08/2026;Manhã;Hambúrguer artesanal;3
10/08/2026;Manhã;Kafta;10
10/08/2026;Manhã;Lasanha;2
10/08/2026;Manhã;Linguiça artesanal;2
10/08/2026;Manhã;Macarrão à bolonhesa;10
10/08/2026;Manhã;Maki;1
10/08/2026;Manhã;Marmita de arroz e feijão;3
10/08/2026;Manhã;Pudim;5
10/08/2026;Manhã;Purê de batata;5
10/08/2026;Manhã;Pão de queijo;3
10/08/2026;Manhã;Pão francês;7
10/08/2026;Manhã;Sashimi;2
10/08/2026;Manhã;Sushi;3
10/08/2026;Manhã;Temaki;2
10/08/2026;Manhã;Torta de limão;2
10/08/2026;Tarde;Beijinho;1
10/08/2026;Tarde;Bolo de chocolate;1
10/08/2026;Tarde;Brigadeiro;1
10/08/2026;Tarde;Ceviche;0
10/08/2026;Tarde;Coxinha;5
10/08/2026;Tarde;Croissant;2
10/08/2026;Tarde;Enroladinho de presunto e queijo;9
10/08/2026;Tarde;Espetinho de carne;5
10/08/2026;Tarde;Frango assado;10
10/08/2026;Tarde;Frango temperado;8
10/08/2026;Tarde;Hambúrguer artesanal;3
10/08/2026;Tarde;Kafta;5
10/08/2026;Tarde;Lasanha;5
10/08/2026;Tarde;Linguiça artesanal;6
10/08/2026;Tarde;Macarrão à bolonhesa;8
10/08/2026;Tarde;Maki;2
10/08/2026;Tarde;Marmita de arroz e feijão;10
10/08/2026;Tarde;Pudim;4
10/08/2026;Tarde;Purê de batata;10
10/08/2026;Tarde;Pão de queijo;6
10/08/2026;Tarde;Pão francês;4
10/08/2026;Tarde;Sashimi;5
10/08/2026;Tarde;Sushi;2
10/08/2026;Tarde;Temaki;5
10/08/2026;Tarde;Torta de limão;2
10/08/2026;Noite;Beijinho;5
10/08/2026;Noite;Bolo de chocolate;4
10/08/2026;Noite;Brigadeiro;2
10/08/2026;Noite;Ceviche;3
10/08/2026;Noite;Coxinha;5
10/08/2026;Noite;Croissant;0
10/08/2026;Noite;Enroladinho de presunto e queijo;5
10/08/2026;Noite;Espetinho de carne;8
10/08/2026;Noite;Frango assado;3
10/08/2026;Noite;Frango temperado;5
10/08/2026;Noite;Hambúrguer artesanal;10
10/08/2026;Noite;Kafta;10
10/08/2026;Noite;Lasanha;5
10/08/2026;Noite;Linguiça artesanal;10
10/08/2026;Noite;Macarrão à bolonhesa;3
10/08/2026;Noite;Maki;1
10/08/2026;Noite;Marmita de arroz e feijão;7
10/08/2026;Noite;Pudim;4
10/08/2026;Noite;Purê de batata;6
10/08/2026;Noite;Pão de queijo;1
10/08/2026;Noite;Pão francês;3
10/08/2026;Noite;Sashimi;2
10/08/2026;Noite;Sushi;5
10/08/2026;Noite;Temaki;1
10/08/2026;Noite;Torta de limão;5
11/08/2026;Manhã;Beijinho;3
11/08/2026;Manhã;Bolo de chocolate;3
11/08/2026;Manhã;Brigadeiro;0
11/08/2026;Manhã;Ceviche;1
11/08/2026;Manhã;Coxinha;4
11/08/2026;Manhã;Croissant;10
11/08/2026;Manhã;Enroladinho de presunto e queijo;6
11/08/2026;Manhã;Espetinho de carne;1
11/08/2026;Manhã;Frango assado;2
11/08/2026;Manhã;Frango temperado;1
11/08/2026;Manhã;Hambúrguer artesanal;3
11/08/2026;Manhã;Kafta;4
11/08/2026;Manhã;Lasanha;0
11/08/2026;Manhã;Linguiça artesanal;3
11/08/2026;Manhã;Macarrão à bolonhesa;5
11/08/2026;Manhã;Maki;0
11/08/2026;Manhã;Marmita de arroz e feijão;6
11/08/2026;Manhã;Pudim;2
11/08/2026;Manhã;Purê de batata;1
11/08/2026;Manhã;Pão de queijo;4
11/08/2026;Manhã;Pão francês;8
11/08/2026;Manhã;Sashimi;0
11/08/2026;Manhã;Sushi;1
11/08/2026;Manhã;Temaki;1
11/08/2026;Manhã;Torta de limão;1
11/08/2026;Tarde;Beijinho;3
11/08/2026;Tarde;Bolo de chocolate;0
11/08/2026;Tarde;Brigadeiro;2
11/08/2026;Tarde;Ceviche;1
11/08/2026;Tarde;Coxinha;3
11/08/2026;Tarde;Croissant;1
11/08/2026;Tarde;Enroladinho de presunto e queijo;4
11/08/2026;Tarde;Espetinho de carne;6
11/08/2026;Tarde;Frango assado;10
11/08/2026;Tarde;Frango temperado;10
11/08/2026;Tarde;Hambúrguer artesanal;4
11/08/2026;Tarde;Kafta;6
11/08/2026;Tarde;Lasanha;10
11/08/2026;Tarde;Linguiça artesanal;3
11/08/2026;Tarde;Macarrão à bolonhesa;8
11/08/2026;Tarde;Maki;4
11/08/2026;Tarde;Marmita de arroz e feijão;7
11/08/2026;Tarde;Pudim;1
11/08/2026;Tarde;Purê de batata;5
11/08/2026;Tarde;Pão de queijo;3
11/08/2026;Tarde;Pão francês;5
11/08/2026;Tarde;Sashimi;2
11/08/2026;Tarde;Sushi;2
11/08/2026;Tarde;Temaki;2
11/08/2026;Tarde;Torta de limão;1
11/08/2026;Noite;Beijinho;3
11/08/2026;Noite;Bolo de chocolate;5
11/08/2026;Noite;Brigadeiro;0
11/08/2026;Noite;Ceviche;6
11/08/2026;Noite;Coxinha;5
11/08/2026;Noite;Croissant;4
11/08/2026;Noite;Enroladinho de presunto e queijo;3
11/08/2026;Noite;Espetinho de carne;10
11/08/2026;Noite;Frango assado;6
11/08/2026;Noite;Frango temperado;3
11/08/2026;Noite;Hambúrguer artesanal;7
11/08/2026;Noite;Kafta;9
11/08/2026;Noite;Lasanha;6
11/08/2026;Noite;Linguiça artesanal;7
11/08/2026;Noite;Macarrão à bolonhesa;2
11/08/2026;Noite;Maki;5
11/08/2026;Noite;Marmita de arroz e feijão;5
11/08/2026;Noite;Pudim;3
11/08/2026;Noite;Purê de batata;8
11/08/2026;Noite;Pão de queijo;2
11/08/2026;Noite;Pão francês;2
11/08/2026;Noite;Sashimi;3
11/08/2026;Noite;Sushi;7
11/08/2026;Noite;Temaki;4
11/08/2026;Noite;Torta de limão;0
12/08/2026;Manhã;Beijinho;3
12/08/2026;Manhã;Bolo de chocolate;4
12/08/2026;Manhã;Brigadeiro;3
12/08/2026;Manhã;Ceviche;1
12/08/2026;Manhã;Coxinha;0
12/08/2026;Manhã;Croissant;7
12/08/2026;Manhã;Enroladinho de presunto e queijo;3
12/08/2026;Manhã;Espetinho de carne;3
12/08/2026;Manhã;Frango assado;2
12/08/2026;Manhã;Frango temperado;1
12/08/2026;Manhã;Hambúrguer artesanal;5
12/08/2026;Manhã;Kafta;3
12/08/2026;Manhã;Lasanha;2
12/08/2026;Manhã;Linguiça artesanal;4
12/08/2026;Manhã;Macarrão à bolonhesa;2
12/08/2026;Manhã;Maki;0
12/08/2026;Manhã;Marmita de arroz e feijão;0
12/08/2026;Manhã;Pudim;2
12/08/2026;Manhã;Purê de batata;2
12/08/2026;Manhã;Pão de queijo;2
12/08/2026;Manhã;Pão francês;8
12/08/2026;Manhã;Sashimi;1
12/08/2026;Manhã;Sushi;1
12/08/2026;Manhã;Temaki;0
12/08/2026;Manhã;Torta de limão;1
12/08/2026;Tarde;Beijinho;0
12/08/2026;Tarde;Bolo de chocolate;2
12/08/2026;Tarde;Brigadeiro;4
12/08/2026;Tarde;Ceviche;3
12/08/2026;Tarde;Coxinha;4
12/08/2026;Tarde;Croissant;5
12/08/2026;Tarde;Enroladinho de presunto e queijo;3
12/08/2026;Tarde;Espetinho de carne;8
12/08/2026;Tarde;Frango assado;10
12/08/2026;Tarde;Frango temperado;8
12/08/2026;Tarde;Hambúrguer artesanal;6
12/08/2026;Tarde;Kafta;3
12/08/2026;Tarde;Lasanha;6
12/08/2026;Tarde;Linguiça artesanal;3
12/08/2026;Tarde;Macarrão à bolonhesa;10
12/08/2026;Tarde;Maki;0
12/08/2026;Tarde;Marmita de arroz e feijão;10
12/08/2026;Tarde;Pudim;0
12/08/2026;Tarde;Purê de batata;6
12/08/2026;Tarde;Pão de queijo;2
12/08/2026;Tarde;Pão francês;2
12/08/2026;Tarde;Sashimi;1
12/08/2026;Tarde;Sushi;3
12/08/2026;Tarde;Temaki;1
12/08/2026;Tarde;Torta de limão;6
12/08/2026;Noite;Beijinho;1
12/08/2026;Noite;Bolo de chocolate;3
12/08/2026;Noite;Brigadeiro;4
12/08/2026;Noite;Ceviche;5
12/08/2026;Noite;Coxinha;6
12/08/2026;Noite;Croissant;1
12/08/2026;Noite;Enroladinho de presunto e queijo;2
12/08/2026;Noite;Espetinho de carne;7
12/08/2026;Noite;Frango assado;6
12/08/2026;Noite;Frango temperado;3
12/08/2026;Noite;Hambúrguer artesanal;6
12/08/2026;Noite;Kafta;8
12/08/2026;Noite;Lasanha;4
12/08/2026;Noite;Linguiça artesanal;10
12/08/2026;Noite;Macarrão à bolonhesa;5
12/08/2026;Noite;Maki;6
12/08/2026;Noite;Marmita de arroz e feijão;3
12/08/2026;Noite;Pudim;3
12/08/2026;Noite;Purê de batata;7
12/08/2026;Noite;Pão de queijo;1
12/08/2026;Noite;Pão francês;3
12/08/2026;Noite;Sashimi;6
12/08/2026;Noite;Sushi;6
12/08/2026;Noite;Temaki;3
12/08/2026;Noite;Torta de limão;1
13/08/2026;Manhã;Beijinho;1
13/08/2026;Manhã;Bolo de chocolate;3
13/08/2026;Manhã;Brigadeiro;3
13/08/2026;Manhã;Ceviche;0
13/08/2026;Manhã;Coxinha;3
13/08/2026;Manhã;Croissant;8
13/08/2026;Manhã;Enroladinho de presunto e queijo;4
13/08/2026;Manhã;Espetinho de carne;0
13/08/2026;Manhã;Frango assado;1
13/08/2026;Manhã;Frango temperado;0
13/08/2026;Manhã;Hambúrguer artesanal;0
13/08/2026;Manhã;Kafta;0
13/08/2026;Manhã;Lasanha;4
13/08/2026;Manhã;Linguiça artesanal;0
13/08/2026;Manhã;Macarrão à bolonhesa;4
13/08/2026;Manhã;Maki;2
13/08/2026;Manhã;Marmita de arroz e feijão;4
13/08/2026;Manhã;Pudim;2
13/08/2026;Manhã;Purê de batata;1
13/08/2026;Manhã;Pão de queijo;2
13/08/2026;Manhã;Pão francês;3
13/08/2026;Manhã;Sashimi;0
13/08/2026;Manhã;Sushi;0
13/08/2026;Manhã;Temaki;1
13/08/2026;Manhã;Torta de limão;1
13/08/2026;Tarde;Beijinho;5
13/08/2026;Tarde;Bolo de chocolate;3
13/08/2026;Tarde;Brigadeiro;2
13/08/2026;Tarde;Ceviche;2
13/08/2026;Tarde;Coxinha;1
13/08/2026;Tarde;Croissant;2
13/08/2026;Tarde;Enroladinho de presunto e queijo;4
13/08/2026;Tarde;Espetinho de carne;4
13/08/2026;Tarde;Frango assado;6
13/08/2026;Tarde;Frango temperado;4
13/08/2026;Tarde;Hambúrguer artesanal;1
13/08/2026;Tarde;Kafta;5
13/08/2026;Tarde;Lasanha;6
13/08/2026;Tarde;Linguiça artesanal;4
13/08/2026;Tarde;Macarrão à bolonhesa;7
13/08/2026;Tarde;Maki;5
13/08/2026;Tarde;Marmita de arroz e feijão;10
13/08/2026;Tarde;Pudim;3
13/08/2026;Tarde;Purê de batata;10
13/08/2026;Tarde;Pão de queijo;0
13/08/2026;Tarde;Pão francês;2
13/08/2026;Tarde;Sashimi;4
13/08/2026;Tarde;Sushi;2
13/08/2026;Tarde;Temaki;4
13/08/2026;Tarde;Torta de limão;5
13/08/2026;Noite;Beijinho;1
13/08/2026;Noite;Bolo de chocolate;0
13/08/2026;Noite;Brigadeiro;1
13/08/2026;Noite;Ceviche;6
13/08/2026;Noite;Coxinha;3
13/08/2026;Noite;Croissant;1
13/08/2026;Noite;Enroladinho de presunto e queijo;1
13/08/2026;Noite;Espetinho de carne;9
13/08/2026;Noite;Frango assado;1
13/08/2026;Noite;Frango temperado;1
13/08/2026;Noite;Hambúrguer artesanal;9
13/08/2026;Noite;Kafta;9
13/08/2026;Noite;Lasanha;6
13/08/2026;Noite;Linguiça artesanal;5
13/08/2026;Noite;Macarrão à bolonhesa;7
13/08/2026;Noite;Maki;1
13/08/2026;Noite;Marmita de arroz e feijão;3
13/08/2026;Noite;Pudim;1
13/08/2026;Noite;Purê de batata;4
13/08/2026;Noite;Pão de queijo;2
13/08/2026;Noite;Pão francês;0
13/08/2026;Noite;Sashimi;4
13/08/2026;Noite;Sushi;4
13/08/2026;Noite;Temaki;1
13/08/2026;Noite;Torta de limão;1
14/08/2026;Manhã;Beijinho;3
14/08/2026;Manhã;Bolo de chocolate;3
14/08/2026;Manhã;Brigadeiro;2
14/08/2026;Manhã;Ceviche;3
14/08/2026;Manhã;Coxinha;4
14/08/2026;Manhã;Croissant;10
14/08/2026;Manhã;Enroladinho de presunto e queijo;6
14/08/2026;Manhã;Espetinho de carne;4
14/08/2026;Manhã;Frango assado;3
14/08/2026;Manhã;Frango temperado;4
14/08/2026;Manhã;Hambúrguer artesanal;4
14/08/2026;Manhã;Kafta;5
14/08/2026;Manhã;Lasanha;2
14/08/2026;Manhã;Linguiça artesanal;1
14/08/2026;Manhã;Macarrão à bolonhesa;3
14/08/2026;Manhã;Maki;3
14/08/2026;Manhã;Marmita de arroz e feijão;5
14/08/2026;Manhã;Pudim;1
14/08/2026;Manhã;Purê de batata;3
14/08/2026;Manhã;Pão de queijo;5
14/08/2026;Manhã;Pão francês;6
14/08/2026;Manhã;Sashimi;3
14/08/2026;Manhã;Sushi;3
14/08/2026;Manhã;Temaki;1
14/08/2026;Manhã;Torta de limão;1
14/08/2026;Tarde;Beijinho;3
14/08/2026;Tarde;Bolo de chocolate;5
14/08/2026;Tarde;Brigadeiro;2
14/08/2026;Tarde;Ceviche;7
14/08/2026;Tarde;Coxinha;3
14/08/2026;Tarde;Croissant;0
14/08/2026;Tarde;Enroladinho de presunto e queijo;4
14/08/2026;Tarde;Espetinho de carne;3
14/08/2026;Tarde;Frango assado;7
14/08/2026;Tarde;Frango temperado;10
14/08/2026;Tarde;Hambúrguer artesanal;3
14/08/2026;Tarde;Kafta;6
14/08/2026;Tarde;Lasanha;6
14/08/2026;Tarde;Linguiça artesanal;10
14/08/2026;Tarde;Macarrão à bolonhesa;10
14/08/2026;Tarde;Maki;2
14/08/2026;Tarde;Marmita de arroz e feijão;8
14/08/2026;Tarde;Pudim;6
14/08/2026;Tarde;Purê de batata;10
14/08/2026;Tarde;Pão de queijo;3
14/08/2026;Tarde;Pão francês;5
14/08/2026;Tarde;Sashimi;1
14/08/2026;Tarde;Sushi;2
14/08/2026;Tarde;Temaki;2
14/08/2026;Tarde;Torta de limão;1
14/08/2026;Noite;Beijinho;1
14/08/2026;Noite;Bolo de chocolate;8
14/08/2026;Noite;Brigadeiro;1
14/08/2026;Noite;Ceviche;4
14/08/2026;Noite;Coxinha;4
14/08/2026;Noite;Croissant;2
14/08/2026;Noite;Enroladinho de presunto e queijo;9
14/08/2026;Noite;Espetinho de carne;10
14/08/2026;Noite;Frango assado;2
14/08/2026;Noite;Frango temperado;5
14/08/2026;Noite;Hambúrguer artesanal;7
14/08/2026;Noite;Kafta;6
14/08/2026;Noite;Lasanha;7
14/08/2026;Noite;Linguiça artesanal;7
14/08/2026;Noite;Macarrão à bolonhesa;6
14/08/2026;Noite;Maki;3
14/08/2026;Noite;Marmita de arroz e feijão;4
14/08/2026;Noite;Pudim;5
14/08/2026;Noite;Purê de batata;5
14/08/2026;Noite;Pão de queijo;0
14/08/2026;Noite;Pão francês;2
14/08/2026;Noite;Sashimi;5
14/08/2026;Noite;Sushi;4
14/08/2026;Noite;Temaki;3
14/08/2026;Noite;Torta de limão;3
15/08/2026;Manhã;Beijinho;4
15/08/2026;Manhã;Bolo de chocolate;5
15/08/2026;Manhã;Brigadeiro;1
15/08/2026;Manhã;Ceviche;3
15/08/2026;Manhã;Coxinha;5
15/08/2026;Manhã;Croissant;8
15/08/2026;Manhã;Enroladinho de presunto e queijo;7
15/08/2026;Manhã;Espetinho de carne;0
15/08/2026;Manhã;Frango assado;0
15/08/2026;Manhã;Frango temperado;5
15/08/2026;Manhã;Hambúrguer artesanal;1
15/08/2026;Manhã;Kafta;2
15/08/2026;Manhã;Lasanha;2
15/08/2026;Manhã;Linguiça artesanal;3
15/08/2026;Manhã;Macarrão à bolonhesa;5
15/08/2026;Manhã;Maki;3
15/08/2026;Manhã;Marmita de arroz e feijão;3
15/08/2026;Manhã;Pudim;0
15/08/2026;Manhã;Purê de batata;1
15/08/2026;Manhã;Pão de queijo;10
15/08/2026;Manhã;Pão francês;8
15/08/2026;Manhã;Sashimi;3
15/08/2026;Manhã;Sushi;1
15/08/2026;Manhã;Temaki;4
15/08/2026;Manhã;Torta de limão;3
15/08/2026;Tarde;Beijinho;5
15/08/2026;Tarde;Bolo de chocolate;2
15/08/2026;Tarde;Brigadeiro;7
15/08/2026;Tarde;Ceviche;4
15/08/2026;Tarde;Coxinha;3
15/08/2026;Tarde;Croissant;2
15/08/2026;Tarde;Enroladinho de presunto e queijo;4
15/08/2026;Tarde;Espetinho de carne;8
15/08/2026;Tarde;Frango assado;8
15/08/2026;Tarde;Frango temperado;3
15/08/2026;Tarde;Hambúrguer artesanal;9
15/08/2026;Tarde;Kafta;5
15/08/2026;Tarde;Lasanha;6
15/08/2026;Tarde;Linguiça artesanal;9
15/08/2026;Tarde;Macarrão à bolonhesa;6
15/08/2026;Tarde;Maki;6
15/08/2026;Tarde;Marmita de arroz e feijão;10
15/08/2026;Tarde;Pudim;4
15/08/2026;Tarde;Purê de batata;6
15/08/2026;Tarde;Pão de queijo;1
15/08/2026;Tarde;Pão francês;3
15/08/2026;Tarde;Sashimi;3
15/08/2026;Tarde;Sushi;3
15/08/2026;Tarde;Temaki;5
15/08/2026;Tarde;Torta de limão;6
15/08/2026;Noite;Beijinho;5
15/08/2026;Noite;Bolo de chocolate;6
15/08/2026;Noite;Brigadeiro;6
15/08/2026;Noite;Ceviche;10
15/08/2026;Noite;Coxinha;1
15/08/2026;Noite;Croissant;2
15/08/2026;Noite;Enroladinho de presunto e queijo;5
15/08/2026;Noite;Espetinho de carne;10
15/08/2026;Noite;Frango assado;8
15/08/2026;Noite;Frango temperado;6
15/08/2026;Noite;Hambúrguer artesanal;7
15/08/2026;Noite;Kafta;8
15/08/2026;Noite;Lasanha;6
15/08/2026;Noite;Linguiça artesanal;10
15/08/2026;Noite;Macarrão à bolonhesa;2
15/08/2026;Noite;Maki;9
15/08/2026;Noite;Marmita de arroz e feijão;3
15/08/2026;Noite;Pudim;4
15/08/2026;Noite;Purê de batata;4
15/08/2026;Noite;Pão de queijo;2
15/08/2026;Noite;Pão francês;7
15/08/2026;Noite;Sashimi;2
15/08/2026;Noite;Sushi;7
15/08/2026;Noite;Temaki;5
15/08/2026;Noite;Torta de limão;7
16/08/2026;Manhã;Beijinho;3
16/08/2026;Manhã;Bolo de chocolate;1
16/08/2026;Manhã;Brigadeiro;1
16/08/2026;Manhã;Ceviche;1
16/08/2026;Manhã;Coxinha;4
16/08/2026;Manhã;Croissant;4
16/08/2026;Manhã;Enroladinho de presunto e queijo;6
16/08/2026;Manhã;Espetinho de carne;0
16/08/2026;Manhã;Frango assado;3
16/08/2026;Manhã;Frango temperado;2
16/08/2026;Manhã;Hambúrguer artesanal;3
16/08/2026;Manhã;Kafta;10
16/08/2026;Manhã;Lasanha;2
16/08/2026;Manhã;Linguiça artesanal;2
16/08/2026;Manhã;Macarrão à bolonhesa;2
16/08/2026;Manhã;Maki;1
16/08/2026;Manhã;Marmita de arroz e feijão;3
16/08/2026;Manhã;Pudim;3
16/08/2026;Manhã;Purê de batata;5
16/08/2026;Manhã;Pão de queijo;6
16/08/2026;Manhã;Pão francês;6
16/08/2026;Manhã;Sashimi;4
16/08/2026;Manhã;Sushi;2
16/08/2026;Manhã;Temaki;0
16/08/2026;Manhã;Torta de limão;2
16/08/2026;Tarde;Beijinho;2
16/08/2026;Tarde;Bolo de chocolate;7
16/08/2026;Tarde;Brigadeiro;2
16/08/2026;Tarde;Ceviche;3
16/08/2026;Tarde;Coxinha;8
16/08/2026;Tarde;Croissant;3
16/08/2026;Tarde;Enroladinho de presunto e queijo;1
16/08/2026;Tarde;Espetinho de carne;9
16/08/2026;Tarde;Frango assado;7
16/08/2026;Tarde;Frango temperado;10
16/08/2026;Tarde;Hambúrguer artesanal;4
16/08/2026;Tarde;Kafta;3
16/08/2026;Tarde;Lasanha;8
16/08/2026;Tarde;Linguiça artesanal;5
16/08/2026;Tarde;Macarrão à bolonhesa;10
16/08/2026;Tarde;Maki;1
16/08/2026;Tarde;Marmita de arroz e feijão;10
16/08/2026;Tarde;Pudim;2
16/08/2026;Tarde;Purê de batata;10
16/08/2026;Tarde;Pão de queijo;7
16/08/2026;Tarde;Pão francês;5
16/08/2026;Tarde;Sashimi;1
16/08/2026;Tarde;Sushi;0
16/08/2026;Tarde;Temaki;5
16/08/2026;Tarde;Torta de limão;4
16/08/2026;Noite;Beijinho;1
16/08/2026;Noite;Bolo de chocolate;1
16/08/2026;Noite;Brigadeiro;6
16/08/2026;Noite;Ceviche;6
16/08/2026;Noite;Coxinha;2
16/08/2026;Noite;Croissant;3
16/08/2026;Noite;Enroladinho de presunto e queijo;8
16/08/2026;Noite;Espetinho de carne;9
16/08/2026;Noite;Frango assado;7
16/08/2026;Noite;Frango temperado;9
16/08/2026;Noite;Hambúrguer artesanal;10
16/08/2026;Noite;Kafta;10
16/08/2026;Noite;Lasanha;6
16/08/2026;Noite;Linguiça artesanal;9
16/08/2026;Noite;Macarrão à bolonhesa;4
16/08/2026;Noite;Maki;4
16/08/2026;Noite;Marmita de arroz e feijão;5
16/08/2026;Noite;Pudim;2
16/08/2026;Noite;Purê de batata;8
16/08/2026;Noite;Pão de queijo;3
16/08/2026;Noite;Pão francês;3
16/08/2026;Noite;Sashimi;5
16/08/2026;Noite;Sushi;4
16/08/2026;Noite;Temaki;5
16/08/2026;Noite;Torta de limão;3
17/08/2026;Manhã;Beijinho;4
17/08/2026;Manhã;Bolo de chocolate;1
17/08/2026;Manhã;Brigadeiro;2
17/08/2026;Manhã;Ceviche;0
17/08/2026;Manhã;Coxinha;4
17/08/2026;Manhã;Croissant;3
17/08/2026;Manhã;Enroladinho de presunto e queijo;2
17/08/2026;Manhã;Espetinho de carne;2
17/08/2026;Manhã;Frango assado;2
17/08/2026;Manhã;Frango temperado;3
17/08/2026;Manhã;Hambúrguer artesanal;2
17/08/2026;Manhã;Kafta;2
17/08/2026;Manhã;Lasanha;0
17/08/2026;Manhã;Linguiça artesanal;2
17/08/2026;Manhã;Macarrão à bolonhesa;1
17/08/2026;Manhã;Maki;0
17/08/2026;Manhã;Marmita de arroz e feijão;2
17/08/2026;Manhã;Pudim;3
17/08/2026;Manhã;Purê de batata;2
17/08/2026;Manhã;Pão de queijo;2
17/08/2026;Manhã;Pão francês;4
17/08/2026;Manhã;Sashimi;0
17/08/2026;Manhã;Sushi;0
17/08/2026;Manhã;Temaki;1
17/08/2026;Manhã;Torta de limão;2
17/08/2026;Tarde;Beijinho;1
17/08/2026;Tarde;Bolo de chocolate;1
17/08/2026;Tarde;Brigadeiro;4
17/08/2026;Tarde;Ceviche;2
17/08/2026;Tarde;Coxinha;2
17/08/2026;Tarde;Croissant;1
17/08/2026;Tarde;Enroladinho de presunto e queijo;2
17/08/2026;Tarde;Espetinho de carne;3
17/08/2026;Tarde;Frango assado;5
17/08/2026;Tarde;Frango temperado;8
17/08/2026;Tarde;Hambúrguer artesanal;4
17/08/2026;Tarde;Kafta;7
17/08/2026;Tarde;Lasanha;4
17/08/2026;Tarde;Linguiça artesanal;6
17/08/2026;Tarde;Macarrão à bolonhesa;3
17/08/2026;Tarde;Maki;2
17/08/2026;Tarde;Marmita de arroz e feijão;3
17/08/2026;Tarde;Pudim;1
17/08/2026;Tarde;Purê de batata;8
17/08/2026;Tarde;Pão de queijo;0
17/08/2026;Tarde;Pão francês;4
17/08/2026;Tarde;Sashimi;2
17/08/2026;Tarde;Sushi;7
17/08/2026;Tarde;Temaki;0
17/08/2026;Tarde;Torta de limão;0
17/08/2026;Noite;Beijinho;1
17/08/2026;Noite;Bolo de chocolate;2
17/08/2026;Noite;Brigadeiro;1
17/08/2026;Noite;Ceviche;4
17/08/2026;Noite;Coxinha;4
17/08/2026;Noite;Croissant;2
17/08/2026;Noite;Enroladinho de presunto e queijo;0
17/08/2026;Noite;Espetinho de carne;7
17/08/2026;Noite;Frango assado;4
17/08/2026;Noite;Frango temperado;4
17/08/2026;Noite;Hambúrguer artesanal;5
17/08/2026;Noite;Kafta;4
17/08/2026;Noite;Lasanha;4
17/08/2026;Noite;Linguiça artesanal;2
17/08/2026;Noite;Macarrão à bolonhesa;5
17/08/2026;Noite;Maki;2
17/08/2026;Noite;Marmita de arroz e feijão;4
17/08/2026;Noite;Pudim;1
17/08/2026;Noite;Purê de batata;5
17/08/2026;Noite;Pão de queijo;0
17/08/2026;Noite;Pão francês;2
17/08/2026;Noite;Sashimi;1
17/08/2026;Noite;Sushi;0
17/08/2026;Noite;Temaki;2
17/08/2026;Noite;Torta de limão;0
18/08/2026;Manhã;Beijinho;2
18/08/2026;Manhã;Bolo de chocolate;3
18/08/2026;Manhã;Brigadeiro;2
18/08/2026;Manhã;Ceviche;0
18/08/2026;Manhã;Coxinha;3
18/08/2026;Manhã;Croissant;6
18/08/2026;Manhã;Enroladinho de presunto e queijo;1
18/08/2026;Manhã;Espetinho de carne;0
18/08/2026;Manhã;Frango assado;1
18/08/2026;Manhã;Frango temperado;1
18/08/2026;Manhã;Hambúrguer artesanal;0
18/08/2026;Manhã;Kafta;0
18/08/2026;Manhã;Lasanha;1
18/08/2026;Manhã;Linguiça artesanal;0
18/08/2026;Manhã;Macarrão à bolonhesa;3
18/08/2026;Manhã;Maki;2
18/08/2026;Manhã;Marmita de arroz e feijão;0
18/08/2026;Manhã;Pudim;0
18/08/2026;Manhã;Purê de batata;0
18/08/2026;Manhã;Pão de queijo;3
18/08/2026;Manhã;Pão francês;2
18/08/2026;Manhã;Sashimi;5
18/08/2026;Manhã;Sushi;0
18/08/2026;Manhã;Temaki;0
18/08/2026;Manhã;Torta de limão;1
18/08/2026;Tarde;Beijinho;5
18/08/2026;Tarde;Bolo de chocolate;0
18/08/2026;Tarde;Brigadeiro;5
18/08/2026;Tarde;Ceviche;1
18/08/2026;Tarde;Coxinha;1
18/08/2026;Tarde;Croissant;2
18/08/2026;Tarde;Enroladinho de presunto e queijo;1
18/08/2026;Tarde;Espetinho de carne;1
18/08/2026;Tarde;Frango assado;4
18/08/2026;Tarde;Frango temperado;7
18/08/2026;Tarde;Hambúrguer artesanal;2
18/08/2026;Tarde;Kafta;2
18/08/2026;Tarde;Lasanha;2
