Data;Produto;Produção Diária;Total Vendido;Sobra / Desperdício;Taxa de Venda (%)
23/09/2026;Maki;30;9;21;30.0
23/09/2026;Marmita de arroz e feijão;30;22;8;73.3
23/09/2026;Pudim;30;11;19;36.7
23/09/2026;Purê de batata;30;16;14;53.3
23/09/2026;Pão de queijo;30;18;12;60.0
23/09/2026;Pão francês;30;11;19;36.7
23/09/2026;Sashimi;30;8;22;26.7
23/09/2026;Sushi;30;8;22;26.7
23/09/2026;Temaki;30;11;19;36.7
23/09/2026;Torta de limão;30;7;23;23.3
24/09/2026;Beijinho;30;3;27;10.0
24/09/2026;Bolo de chocolate;30;10;20;33.3
24/09/2026;Brigadeiro;30;9;21;30.0
24/09/2026;Ceviche;30;9;21;30.0
24/09/2026;Coxinha;30;10;20;33.3
24/09/2026;Croissant;30;13;17;43.3
24/09/2026;Enroladinho de presunto e queijo;30;14;16;46.7
24/09/2026;Espetinho de carne;30;14;16;46.7
24/09/2026;Frango assado;30;19;11;63.3
24/09/2026;Frango temperado;30;20;10;66.7
24/09/2026;Hambúrguer artesanal;30;18;12;60.0
24/09/2026;Kafta;30;16;14;53.3
24/09/2026;Lasanha;30;22;8;73.3
24/09/2026;Linguiça artesanal;30;20;10;66.7
24/09/2026;Macarrão à bolonhesa;30;21;9;70.0
24/09/2026;Maki;30;6;24;20.0
24/09/2026;Marmita de arroz e feijão;30;15;15;50.0
24/09/2026;Pudim;30;12;18;40.0
24/09/2026;Purê de batata;30;18;12;60.0
24/09/2026;Pão de queijo;30;15;15;50.0
24/09/2026;Pão francês;30;13;17;43.3
24/09/2026;Sashimi;30;4;26;13.3
24/09/2026;Sushi;30;10;20;33.3
24/09/2026;Temaki;30;7;23;23.3
24/09/2026;Torta de limão;30;9;21;30.0
25/09/2026;Beijinho;30;7;23;23.3
25/09/2026;Bolo de chocolate;30;12;18;40.0
25/09/2026;Brigadeiro;30;9;21;30.0
25/09/2026;Ceviche;30;8;22;26.7
25/09/2026;Coxinha;30;13;17;43.3
25/09/2026;Croissant;30;10;20;33.3
25/09/2026;Enroladinho de presunto e queijo;30;9;21;30.0
25/09/2026;Espetinho de carne;30;16;14;53.3
25/09/2026;Frango assado;30;22;8;73.3
25/09/2026;Frango temperado;30;18;12;60.0
25/09/2026;Hambúrguer artesanal;30;16;14;53.3
25/09/2026;Kafta;30;16;14;53.3
25/09/2026;Lasanha;30;15;15;50.0
25/09/2026;Linguiça artesanal;30;22;8;73.3
25/09/2026;Macarrão à bolonhesa;30;18;12;60.0
25/09/2026;Maki;30;8;22;26.7
25/09/2026;Marmita de arroz e feijão;30;15;15;50.0
25/09/2026;Pudim;30;7;23;23.3
25/09/2026;Purê de batata;30;17;13;56.7
25/09/2026;Pão de queijo;30;10;20;33.3
25/09/2026;Pão francês;30;13;17;43.3
25/09/2026;Sashimi;30;7;23;23.3
25/09/2026;Sushi;30;12;18;40.0
25/09/2026;Temaki;30;7;23;23.3
25/09/2026;Torta de limão;30;8;22;26.7
26/09/2026;Beijinho;30;11;19;36.7
26/09/2026;Bolo de chocolate;30;9;21;30.0
26/09/2026;Brigadeiro;30;9;21;30.0
26/09/2026;Ceviche;30;7;23;23.3
26/09/2026;Coxinha;30;13;17;43.3
26/09/2026;Croissant;30;12;18;40.0
26/09/2026;Enroladinho de presunto e queijo;30;16;14;53.3
26/09/2026;Espetinho de carne;30;23;7;76.7
26/09/2026;Frango assado;30;20;10;66.7
26/09/2026;Frango temperado;30;21;9;70.0
26/09/2026;Hambúrguer artesanal;30;18;12;60.0
26/09/2026;Kafta;30;19;11;63.3
26/09/2026;Lasanha;30;20;10;66.7
26/09/2026;Linguiça artesanal;30;19;11;63.3
26/09/2026;Macarrão à bolonhesa;30;21;9;70.0
26/09/2026;Maki;30;8;22;26.7
26/09/2026;Marmita de arroz e feijão;30;17;13;56.7
26/09/2026;Pudim;30;8;22;26.7
26/09/2026;Purê de batata;30;18;12;60.0
26/09/2026;Pão de queijo;30;16;14;53.3
26/09/2026;Pão francês;30;16;14;53.3
26/09/2026;Sashimi;30;13;17;43.3
26/09/2026;Sushi;30;12;18;40.0
26/09/2026;Temaki;30;11;19;36.7
26/09/2026;Torta de limão;30;10;20;33.3
27/09/2026;Beijinho;30;8;22;26.7
27/09/2026;Bolo de chocolate;30;15;15;50.0
27/09/2026;Brigadeiro;30;8;22;26.7
27/09/2026;Ceviche;30;3;27;10.0
27/09/2026;Coxinha;30;9;21;30.0
27/09/2026;Croissant;30;11;19;36.7
27/09/2026;Enroladinho de presunto e queijo;30;15;15;50.0
27/09/2026;Espetinho de carne;30;16;14;53.3
27/09/2026;Frango assado;30;22;8;73.3
27/09/2026;Frango temperado;30;17;13;56.7
27/09/2026;Hambúrguer artesanal;30;22;8;73.3
27/09/2026;Kafta;30;20;10;66.7
27/09/2026;Lasanha;30;22;8;73.3
27/09/2026;Linguiça artesanal;30;21;9;70.0
27/09/2026;Macarrão à bolonhesa;30;21;9;70.0
27/09/2026;Maki;30;5;25;16.7
27/09/2026;Marmita de arroz e feijão;30;18;12;60.0
27/09/2026;Pudim;30;5;25;16.7
27/09/2026;Purê de batata;30;21;9;70.0
27/09/2026;Pão de queijo;30;11;19;36.7
27/09/2026;Pão francês;30;12;18;40.0
27/09/2026;Sashimi;30;16;14;53.3
27/09/2026;Sushi;30;11;19;36.7
27/09/2026;Temaki;30;8;22;26.7
27/09/2026;Torta de limão;30;6;24;20.0
28/09/2026;Beijinho;30;7;23;23.3
28/09/2026;Bolo de chocolate;30;2;28;6.7
28/09/2026;Brigadeiro;30;8;22;26.7
28/09/2026;Ceviche;30;6;24;20.0
28/09/2026;Coxinha;30;10;20;33.3
28/09/2026;Croissant;30;8;22;26.7
28/09/2026;Enroladinho de presunto e queijo;30;12;18;40.0
28/09/2026;Espetinho de carne;30;16;14;53.3
28/09/2026;Frango assado;30;16;14;53.3
28/09/2026;Frango temperado;30;12;18;40.0
28/09/2026;Hambúrguer artesanal;30;10;20;33.3
28/09/2026;Kafta;30;11;19;36.7
28/09/2026;Lasanha;30;10;20;33.3
28/09/2026;Linguiça artesanal;30;18;12;60.0
28/09/2026;Macarrão à bolonhesa;30;12;18;40.0
28/09/2026;Maki;30;6;24;20.0
28/09/2026;Marmita de arroz e feijão;30;11;19;36.7
28/09/2026;Pudim;30;12;18;40.0
28/09/2026;Purê de batata;30;13;17;43.3
28/09/2026;Pão de queijo;30;11;19;36.7
28/09/2026;Pão francês;30;5;25;16.7
28/09/2026;Sashimi;30;7;23;23.3
28/09/2026;Sushi;30;9;21;30.0
28/09/2026;Temaki;30;10;20;33.3
28/09/2026;Torta de limão;30;10;20;33.3
29/09/2026;Beijinho;30;8;22;26.7
29/09/2026;Bolo de chocolate;30;12;18;40.0
29/09/2026;Brigadeiro;30;3;27;10.0
29/09/2026;Ceviche;30;6;24;20.0
29/09/2026;Coxinha;30;12;18;40.0
29/09/2026;Croissant;30;7;23;23.3
29/09/2026;Enroladinho de presunto e queijo;30;14;16;46.7
29/09/2026;Espetinho de carne;30;14;16;46.7
29/09/2026;Frango assado;30;6;24;20.0
29/09/2026;Frango temperado;30;18;12;60.0
29/09/2026;Hambúrguer artesanal;30;13;17;43.3
29/09/2026;Kafta;30;19;11;63.3
29/09/2026;Lasanha;30;11;19;36.7
29/09/2026;Linguiça artesanal;30;16;14;53.3
29/09/2026;Macarrão à bolonhesa;30;15;15;50.0
29/09/2026;Maki;30;4;26;13.3
29/09/2026;Marmita de arroz e feijão;30;16;14;53.3
29/09/2026;Pudim;30;5;25;16.7
29/09/2026;Purê de batata;30;15;15;50.0
29/09/2026;Pão de queijo;30;7;23;23.3
29/09/2026;Pão francês;30;5;25;16.7
29/09/2026;Sashimi;30;9;21;30.0
29/09/2026;Sushi;30;3;27;10.0
29/09/2026;Temaki;30;2;28;6.7
29/09/2026;Torta de limão;30;3;27;10.0
30/09/2026;Beijinho;30;10;20;33.3
30/09/2026;Bolo de chocolate;30;8;22;26.7
30/09/2026;Brigadeiro;30;11;19;36.7
30/09/2026;Ceviche;30;8;22;26.7
30/09/2026;Coxinha;30;12;18;40.0
30/09/2026;Croissant;30;10;20;33.3
30/09/2026;Enroladinho de presunto e queijo;30;11;19;36.7
30/09/2026;Espetinho de carne;30;14;16;46.7
30/09/2026;Frango assado;30;12;18;40.0
30/09/2026;Frango temperado;30;20;10;66.7
30/09/2026;Hambúrguer artesanal;30;13;17;43.3
30/09/2026;Kafta;30;9;21;30.0
30/09/2026;Lasanha;30;17;13;56.7
30/09/2026;Linguiça artesanal;30;23;7;76.7
30/09/2026;Macarrão à bolonhesa;30;11;19;36.7
30/09/2026;Maki;30;8;22;26.7
30/09/2026;Marmita de arroz e feijão;30;13;17;43.3
30/09/2026;Pudim;30;7;23;23.3
30/09/2026;Purê de batata;30;9;21;30.0
30/09/2026;Pão de queijo;30;14;16;46.7
30/09/2026;Pão francês;30;10;20;33.3
30/09/2026;Sashimi;30;6;24;20.0
30/09/2026;Sushi;30;3;27;10.0
30/09/2026;Temaki;30;9;21;30.0
30/09/2026;Torta de limão;30;6;24;20.0
